{'guid': '85709db3-6ab2-47b1-813b-d9e792763b05', 'typeName': 'business.Category', 'bussinessDomain': '第一批数据'}
{'guid': '48bfeb85-9894-4f0d-9669-475351ed7409', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '72833357-6f1d-45da-bf3c-aa09fe797590', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'bea69bd3-35e3-4ad0-94db-44701686ff37', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'c701b7f0-3fb1-4dfc-940d-14913b1e4255', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '4b616051-a03f-4432-be0d-776ec113cc58', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'c17a6f52-713a-4d1a-b101-10469e82c153', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '345db592-f441-46d3-a7f8-93df60328cbf', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '4679aa59-e212-4ef2-a963-d8045b9db637', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '5045facc-3c79-4e88-a19e-10c699e7fd77', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'a4a112ac-820c-4b9c-a5e2-6b70268d2c17', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '695cbcec-87ae-45a2-8f9a-1c5e333273a3', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '9b8a9e87-e95d-437f-a7cf-230a98af6e8a', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'bd6ba9e1-5523-41f3-ab78-f5d2fa4c29d0', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'a29e54a6-058a-4ad4-aef1-b3ef8fd9a2c6', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '346ee750-3941-4408-b7dd-1ea3d063fa0c', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '532f8941-7f4c-41b2-83bd-e8d9dbe57e8d', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '4299ba5f-f1f5-4876-a15a-00e067e95452', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '59d79ca0-fd57-43c7-a3e7-7de2c24ddf31', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '67292e7c-7d6c-4a89-aaea-47d50fd58980', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '4cd04a7d-270e-4d66-85cc-44fea66bab9c', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'ff792ef5-2f65-4fd3-994b-ce1f5a314bbb', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '0c10e53d-1df1-46e5-a2cd-988ab474cded', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '564769cb-3c7f-440a-b04e-9b2b12016247', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '007d2d97-5d3e-4b70-9f06-a713c5368a9a', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '6f3d0fb5-1c0d-4267-b75e-90b6174fee8a', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '36241bdf-0cf3-493d-9400-658d8fff8642', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '54ba6c4e-9131-4d00-bd4b-e7d92dbbc0f6', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '7c517495-31a5-412e-93ec-dcff55023da8', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'a67beb38-fb5d-407b-a79a-f4973c5a6388', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'ffe7f449-3edd-4a3c-8145-49eb0764ade6', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'aaac79b1-f808-4420-b4d4-eee830ccef70', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'b7c163d2-8f59-4db3-8fb0-5276f57553e8', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'a0358ca2-60ea-47b0-a1bb-57e26c816783', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '61c80aea-0d69-4cb4-b36d-44d0153a9545', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '9c9ba841-8f1c-4f2d-9774-528f6c293af6', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '611da7a5-9134-4375-a37c-6d91feb8e7d1', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '8a9bb858-6b33-4dfe-b511-3138520e396d', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '87b16796-e54f-4a49-a9e3-703d7c4930d5', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '4e8c9b55-b5b4-413c-ab4c-4c030af8f697', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '402f8af4-6b50-4b0f-818f-21766988ce4d', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '3bb34402-daec-438a-aced-2acd1eb0589e', 'typeName': 'dlf.sub_node', 'bussinessDomain': '第一批数据'}
{'guid': 'f6dcab77-6fb0-4df0-ad89-56e8d0cb5c23', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '4c18fe52-48d2-47c7-94e2-a17f8315d6a9', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'b4a72ea5-1fca-44b4-92ed-e9579e04c3b3', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '98c369bf-8928-4b3f-b4de-bd845bb34cfb', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '31fc3581-dfaa-4550-ac7c-762ff229202a', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '7a476d09-d26e-4ad8-a635-778c2827db19', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '981b940f-cace-40d4-8914-a0fe39352385', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '8b4c05b0-9910-4698-897d-71eef7ca0141', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '5c09f389-208b-4f00-8407-3ff38d36f4b2', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '2aefdd31-9bdb-49db-8466-1c7abb5dea92', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '9c8f9ecf-60f1-4670-bdf6-6174a1156345', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'c7f17dd3-6837-4cf8-8a42-f563400c01b7', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'fb1364a5-7156-4620-81f5-d7304d33b013', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'f16a4b7a-09c8-464d-9619-0751e29e3ac0', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '92e92869-4063-412b-afa6-da387ff651f8', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '2f7940e6-64ca-413c-874b-78475ac182d1', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'abb192af-b681-4ca8-88e6-546e50a0cb63', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '6644767d-df61-4773-aefc-44b67c88f198', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'a7d0359b-7f01-4adf-94cc-689cbfc0a20e', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '195fbc31-9d7e-47a9-9a0a-d3d2e64cb465', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '0da4b920-2d17-495f-ac2e-b0995c722ca6', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '6c6c3bca-8760-4f2f-b68d-baa1336aa890', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'd0df17f4-f1ce-4194-be7f-3acce3a1aa8f', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '5042dfca-fba9-4cec-9c92-4da2b3c4a491', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '78695f03-5a6d-48b8-8941-72dd6d0554af', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '156c44e8-f612-4889-96aa-10cc1d89a8ba', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '0238e388-189c-4f44-b682-4da2d4bb0550', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'e27ab615-eb84-4239-8ed6-1a98e9091859', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '23a43c91-565d-4f67-9466-9939e0d1350b', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '2081ea4f-8682-4d1c-b9c5-dd605bbe6c72', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '50e6cabf-4a6a-4993-bcab-d0a33ba2fb6e', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'e0d8fa1e-688b-494a-8e65-47356b9cd1e1', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '24ec322a-3375-44da-b6c8-88d289d411a8', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'a7f4d906-3b7a-4726-917d-c3c8899c7826', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'c1348de3-d025-42ff-aa58-71afb55077be', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '7bb62050-8126-4109-bba0-713cb638dd6d', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '8b24ae5e-82d9-4760-9ed7-101451aa8633', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '0bafc107-d5a9-4470-a170-3ebf3319d7a5', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'faa47384-2ab2-4d4d-8f35-3ad702617341', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'c331e5f6-80fb-4583-a432-db68673ebac1', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '4f76b6cc-da4b-4f84-8c82-01d7bf8583e6', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '5ffb0417-d96c-4263-98e7-e88c55b70ef5', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '3ac8417b-d0c5-4fb0-becb-3340aa5caae5', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '072a3198-d6d4-42ac-8e36-06cf6bbb6d2f', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '5daef786-671c-40d9-b5af-a6e6e64c7b19', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'e8c36439-051d-449a-9e0f-f208848c1d1e', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '4c5d953c-d36c-4046-9e09-f3c9704577c2', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '042bf7ee-70a5-4c56-aab0-8aa2f99d7b0d', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '37be4e71-7240-4f13-9b07-d4735fd23c36', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '99f8f242-1acb-4516-9c28-ac684294b675', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'db7ce71d-381f-449d-ba50-389d9f91a7ad', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '24316519-907e-4bdf-a59f-ce403a55ad77', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '5ca81390-d72c-414e-afff-0bee3309f5a0', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'f19cc5bb-4ee6-4b12-9f0f-f46ea3bd30bb', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '1da50a21-4bc1-43ed-8242-84920d8e3656', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '22821133-cacc-466d-871f-4d08bfa2e17d', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '502747dd-4547-4272-a9de-acdffd8b28d3', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'c012936a-739c-4cc4-affa-9e9da742e231', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '8d98042b-16fc-4c0f-aa1d-b4de8bac7240', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '6830d472-2a06-4d14-b689-89f328d0814b', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '4051ce8b-d22d-4d6c-8b0d-cb0afd92dc54', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '0767dc4c-2b63-4400-8748-0b71d773e428', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '7f85be67-a7fe-408a-adb7-3d4c28077a9a', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'e24cdcee-f965-427e-916d-76a4c955e700', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '3271aef8-2901-48b3-955d-0637ee511109', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '201527c1-2cf3-4339-8293-9de4a71793cb', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '67c28bdf-7eea-40a8-8d05-592c49b47976', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '3d819c61-0ff4-4ca5-b52b-2cd86e8b5857', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'd6e705ce-19a0-42ee-8c5e-880c26616e60', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'c6ee996a-af07-46b1-ba09-6fac8abe6de4', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '28ee19fa-45c5-46ed-99f3-6c0ed67e2f67', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'd384c243-5928-420b-b508-9e736c233a01', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '22557f6d-b5ff-4071-a239-4d83864632de', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '885ca3da-ac53-4c50-ad6c-a4882da9c8dd', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '2fa1a72c-cbfe-47a0-8bf3-86bd1bf2744f', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'd58c48d9-e34d-4dcc-ac6c-48806d1d5740', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'bda9500a-5f48-4986-809e-5fb08aa66c90', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'f8221276-3239-4796-87c6-87eb5d4ae378', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '5547f296-f9eb-4f6d-bf16-9260ac85c5ac', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '4e2299a2-c216-40b8-a88b-532bae9142f4', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'd53f1af7-1c7e-4203-8e65-dd39b1499c0a', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '3ec9101e-d0bf-4794-9e61-87d206bedfb8', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '51e5fc58-6703-47fe-895c-f579d7f8e84d', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'c8edc899-ceeb-4e6f-8750-121da55e8d97', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '9a2e70e2-a1c6-461d-a030-b7d201adea68', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '2bd51299-7513-447e-a057-d74aab36ce4c', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'eb4f8e8d-0ce0-4505-9805-af45e8e60446', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '2dc6d55c-43fe-4f31-993f-477ae8210a8e', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '4b87af2f-455b-4789-8e0e-0dde0554f051', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '589e760f-3635-4536-9bcd-3dfe16fb1720', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '58efcaa2-de74-44c8-8aea-aeafff4c6f4e', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '2de0ef23-5242-4918-939b-0d8c3e7dc11e', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'ad9d79e0-673f-4138-8f1c-958a34fb8b4d', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '3177492a-1e50-4197-a7e3-46614b474d28', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '9c166adf-fa72-4c47-b18b-4d2498daaa43', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '4a13879d-0e50-4c48-a99d-9929e62a0376', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '10a24d4b-b7da-4ec7-8337-11a5b0f8e156', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '96be4a3f-8f8d-4f86-9856-b6a03e847805', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '802e9425-b144-42b7-922f-ecf593cfe43d', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '6d08c410-7334-451f-85b8-0ce744ce38a6', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'f29b7d7c-6d29-4fa3-aad9-1efea392cfbb', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '45910e0b-4836-48fb-a11f-b68b1b4ef4a8', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '305c8bf9-afd3-4aef-bf44-a5ab632fa601', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '504c5084-d83e-478a-9115-66a0f30d1d3c', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '0da4dc10-e90d-4e7e-8a33-fa5b88dc31c3', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'f01b1a27-e1ef-4a21-8124-faac7415058e', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '157a76aa-89a8-446d-90b0-3e8600f5d792', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'b7604ad6-77c8-4d9f-bdfb-372e27891b5c', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '5c00b1cc-7404-40a6-8af7-b3466dae8373', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'a0bfb0f3-4b6e-4312-8a36-a661293354db', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '1af02ab6-6a8e-481e-9947-ec2fb0095146', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '81b1d270-352f-489c-8004-c1dcdaf92b7e', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '9866ad9f-98c4-45c2-b2b1-6e796acbed31', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'b1e08846-a40c-4291-b9fd-a1134291f1c2', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'c9904a57-7121-401f-ac1b-2ba525fddcf3', 'typeName': 'dlf.sub_node', 'bussinessDomain': '第一批数据'}
{'guid': 'b7e6dbaf-c1cd-4039-8aee-1f48b84acac8', 'typeName': 'dlf.sub_node', 'bussinessDomain': '第一批数据'}
{'guid': 'aa9a15f5-b884-4287-aa4e-4059efc31eae', 'typeName': 'dlf.sub_node', 'bussinessDomain': '第一批数据'}
{'guid': 'a2c780ff-4416-4e2e-8d46-fcba1f7a603b', 'typeName': 'dlf.sub_node', 'bussinessDomain': '第一批数据'}
{'guid': '1fa1dad4-e25a-4331-bfe7-618bd3bffd68', 'typeName': 'dlf.sub_node', 'bussinessDomain': '第一批数据'}
{'guid': '0f5dc4ab-0079-457a-a641-78c6eb1675b6', 'typeName': 'business.LogicEntity', 'bussinessDomain': '第一批数据'}
{'guid': '0b120a01-fd5e-4a3c-82d0-f2e2216b0a76', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '1f3ba046-9a39-424e-98d9-8bc292becc01', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'c31283e2-e043-4006-a148-f04351a499c0', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'c03cc3b1-4df0-4af5-85a7-b1d3b1767610', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'fdc170c9-7e75-42cf-b1b5-5a3a5729c762', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'b8799b18-4aea-4f37-8277-798507d050f3', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '1442ebaf-4631-4e8a-a978-7fa13a5f788d', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '0e890277-d7df-4e59-b9dd-40de70919d5a', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '48bb01ee-1966-4626-ab9f-3e2d5c186c45', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '5a607c7e-11d4-41e7-bfb4-9039d0cf16ba', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'fd45f9ff-f628-40f7-927f-2d55503447af', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'bf0f1876-cfeb-4300-9d2a-8b896c0ef54f', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '0ad15aaa-2fd0-4be0-84ca-02695fb0966c', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '85d5fafe-a602-4643-be75-1f9589b584ff', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '12f97578-8280-410f-b12b-0e4af0cbe871', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '8e8d05f5-7086-437a-ad90-bc23ce6c6a86', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'b6a7006c-3de5-4d1c-8e56-c7b2207d312b', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'e81e979a-7f73-402e-b593-a1080d5c4f98', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '109255cc-6e86-4e7b-9fce-d39a2a81cb9f', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'ca6f277a-084b-41c9-bfaa-c8c11b864885', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '1129ddd2-caba-406d-a184-e0de1b03a4d7', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'f7821017-0acc-4656-98be-bbc0a32d980d', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '063aabb1-5b9c-44a7-9237-5b0069ec1571', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '23a7d2f9-4313-47f7-8f31-a3a3a396dbd8', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'eea58be2-49b3-4f94-9390-86a6a107eae2', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '15a24644-124f-43d7-8732-c6f48c079c71', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'b1144254-4a30-434e-81f0-6f52dd86df90', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '5c51801d-6c03-4830-9a70-3f76cbb48c79', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '6a327078-3bb6-48da-a6f3-7d8f5c98dd69', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'e61d80e0-f052-4aad-af3b-62816ea04063', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '6da7a9b9-7d06-4762-8e81-6ccb01f15d86', 'typeName': 'business.LogicEntity', 'bussinessDomain': '第一批数据'}
{'guid': '3f84e2f0-75af-4ad9-a260-bb4c80a884d0', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '3e277aed-d17a-4667-8f4e-eddff3fdcf4a', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '1407a752-a5cb-4d86-8737-6cdd83dbd408', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '7846e12f-d144-4374-a47b-34110f2595d6', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '359258fd-22ed-4c25-b8e0-c4f5c65166c9', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'be36828b-7d82-48a8-8302-b3514bfe5a4e', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '74f564aa-1ab6-4ecc-a1e7-d3015995e6cb', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '831d864d-8c43-4de7-8c22-a4e0b43bcb95', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '19d88ff6-b53e-4afc-ad5a-1b2aa3030114', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'df7c92f2-5d63-4ce2-81fc-e3632ef74ac0', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '04dd756f-f2a1-46a5-bb2e-a8a189adcf17', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '752321af-8750-4add-8217-db93970cb6dd', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '89aef555-bebd-496f-b694-b7c660ef8ae9', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': 'fd3737fa-7222-470d-84b5-e90716a4c62a', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '9d71a508-0327-41a6-bbbe-d41da6afc090', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '7f16a81f-de2e-482a-a491-9424e72805e1', 'typeName': 'dli.Column', 'bussinessDomain': '第一批数据'}
{'guid': '2f61a033-7fdb-4da6-b304-c021238b5168', 'typeName': 'dli.Database', 'bussinessDomain': '第一批数据'}
